Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,
FDY13,12.1,Low Fat,0.03,Canned,75,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDY35,17.6,Regular,0.02,Breads,44,OUT013,1987,High,Tier 3,Supermarket Type1,
FDI35,14,Low Fat,0.04,Starchy Foods,182,OUT017,2007,NA,Tier 2,Supermarket Type1,
NCU18,15.1,Low Fat,0.06,Household,141,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDY33,14.5,Regular,0.10,Snack Foods,159,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDC15,NA,Low Fat,0.18,Dairy,158,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDU01,20.25,Regular,0.00,Canned,186,OUT049,1999,Medium,Tier 1,Supermarket Type1,
NCU42,9,Low Fat,0.02,Household,170,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCV29,11.8,Low Fat,0.02,Health and Hygiene,178,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCY30,20.25,Low Fat,0.03,Household,183,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDQ46,7.51,Low Fat,0.10,Snack Foods,112,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDG58,NA,Regular,0.09,Snack Foods,154,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDK33,17.85,Low Fat,0.01,Snack Foods,213,OUT017,2007,NA,Tier 2,Supermarket Type1,
NCD07,9.1,Low Fat,0.06,Household,116,OUT045,2002,NA,Tier 2,Supermarket Type1,
NCX29,NA,Low Fat,0.09,Health and Hygiene,144,OUT027,1985,Medium,Tier 3,Supermarket Type3,
NCT42,5.88,Low Fat,0.02,Household,148,OUT013,1987,High,Tier 3,Supermarket Type1,
DRN59,15,Low Fat,0.06,Hard Drinks,46,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDI44,16.1,Low Fat,0.10,Fruits and Vegetables,79,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDA45,21.25,Low Fat,0.16,Snack Foods,178,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDP31,21.1,Regular,0.16,Fruits and Vegetables,66,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDY01,11.8,Regular,0.17,Canned,115,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDT09,15.15,Regular,0.01,Snack Foods,133,OUT018,2009,Medium,Tier 3,Supermarket Type2,
DRH03,NA,Low Fat,0.00,Dairy,95,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDA36,5.985,Low Fat,0.01,Baking Goods,187,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCF31,9.13,Low Fat,0.05,Household,153,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDG14,9,Regular,0.05,Canned,151,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDG28,NA,Regular,0.05,Frozen Foods,246,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDU14,17.75,Low Fat,0.03,Dairy,250,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDY47,NA,Regular,0.10,Breads,131,OUT019,1985,Small,Tier 1,Grocery Store,
FDI56,7.325,Low Fat,0.09,Fruits and Vegetables,90,OUT049,1999,Medium,Tier 1,Supermarket Type1,
DRD01,12.1,Regular,0.06,Soft Drinks,56,OUT013,1987,High,Tier 3,Supermarket Type1,
FDM22,14,Regular,0.00,Snack Foods,55,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDH33,12.85,Low Fat,0.12,Snack Foods,42,OUT013,1987,High,Tier 3,Supermarket Type1,
DRZ24,7.535,Low Fat,0.08,Soft Drinks,118,OUT013,1987,High,Tier 3,Supermarket Type1,
NCQ38,16.35,Low Fat,0.01,Others,105,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDO16,NA,Low Fat,0.02,Frozen Foods,84,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDU07,NA,Low Fat,0.06,Fruits and Vegetables,149,OUT027,1985,Medium,Tier 3,Supermarket Type3,
NCB07,19.2,Low Fat,0.08,Household,195,OUT013,1987,High,Tier 3,Supermarket Type1,
FDU48,18.85,Low Fat,0.06,Baking Goods,132,OUT045,2002,NA,Tier 2,Supermarket Type1,
NCM43,14.5,Low Fat,0.02,Others,165,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDR31,6.46,Regular,0.08,Fruits and Vegetables,144,OUT010,1998,NA,Tier 3,Grocery Store,
DRK49,14.15,Low Fat,0.04,Soft Drinks,41,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCI30,20.25,Low Fat,0.10,Household,245,OUT010,1998,NA,Tier 3,Grocery Store,
DRD60,15.7,Low Fat,0.04,Soft Drinks,181,OUT017,2007,NA,Tier 2,Supermarket Type1,
NCG19,20.25,Low Fat,0.15,Household,235,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDH12,9.6,Low Fat,0.08,Baking Goods,105,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDM32,20.5,Low Fat,0.02,Fruits and Vegetables,92,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDM27,12.35,Regular,0.16,Meat,156,OUT035,2004,Small,Tier 2,Supermarket Type1,
NCU53,NA,Low Fat,0.00,Health and Hygiene,166,OUT027,1985,Medium,Tier 3,Supermarket Type3,
NCQ18,15.75,Low Fat,0.14,Household,99,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDS10,19.2,Low Fat,0.04,Snack Foods,179,OUT013,1987,High,Tier 3,Supermarket Type1,
FDB33,NA,Low Fat,0.01,Fruits and Vegetables,157,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDI12,9.395,Regular,0.10,Baking Goods,86,OUT013,1987,High,Tier 3,Supermarket Type1,
NCW42,18.2,Low Fat,0.06,Household,221,OUT013,1987,High,Tier 3,Supermarket Type1,
NCC06,19,Low Fat,0.03,Household,129,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDW02,4.805,Regular,0.04,Dairy,126,OUT017,2007,NA,Tier 2,Supermarket Type1,
NCD43,8.85,Low Fat,0.02,Household,104,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDM57,11.65,Regular,0.08,Snack Foods,83,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDA58,9.395,Low Fat,0.10,Snack Foods,237,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDK56,9.695,Low Fat,0.13,Fruits and Vegetables,185,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDP52,18.7,Regular,0.00,Frozen Foods,231,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDW20,20.75,Low Fat,0.02,Fruits and Vegetables,124,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDS52,8.89,Low Fat,0.01,Frozen Foods,100,OUT049,1999,Medium,Tier 1,Supermarket Type1,
NCT29,12.6,Low Fat,0.06,Health and Hygiene,120,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCL54,12.6,Low Fat,0.08,Household,177,OUT013,1987,High,Tier 3,Supermarket Type1,
FDC05,13.1,Regular,0.10,Frozen Foods,198,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDF34,9.3,Regular,0.01,Snack Foods,197,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDP03,NA,Regular,0.06,Meat,124,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDD32,17.7,Regular,0.07,Fruits and Vegetables,83,OUT010,1998,NA,Tier 3,Grocery Store,
FDZ10,17.85,Low Fat,0.00,Snack Foods,128,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDZ40,8.935,Low Fat,0.04,Frozen Foods,54,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDD51,11.15,Low Fat,0.12,Dairy,44,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCY30,NA,Low Fat,0.05,Household,180,OUT019,1985,Small,Tier 1,Grocery Store,
FDP58,11.1,Low Fat,0.14,Snack Foods,218,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDV49,10,Low Fat,0.03,Canned,264,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDY24,NA,Regular,0.23,Baking Goods,52,OUT019,1985,Small,Tier 1,Grocery Store,
NCO55,12.8,Low Fat,0.09,Others,107,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDR13,9.895,Regular,0.03,Canned,117,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDS51,13.35,Low Fat,0.03,Meat,62,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDP26,7.785,Low Fat,0.14,Dairy,105,OUT045,2002,NA,Tier 2,Supermarket Type1,
NCB54,NA,Low Fat,0.05,Health and Hygiene,129,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDF32,16.35,Low Fat,0.07,Fruits and Vegetables,197,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDN31,11.5,Low Fat,0.07,Fruits and Vegetables,189,OUT018,2009,Medium,Tier 3,Supermarket Type2,
DRM48,15.2,Low Fat,0.11,Soft Drinks,36,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDN20,19.35,Low Fat,0.03,Fruits and Vegetables,169,OUT049,1999,Medium,Tier 1,Supermarket Type1,
DRL01,19.5,Regular,0.00,Soft Drinks,233,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDV56,16.1,Regular,0.01,Fruits and Vegetables,107,OUT049,1999,Medium,Tier 1,Supermarket Type1,
DRH13,NA,Low Fat,0.02,Soft Drinks,108,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDA03,18.5,Regular,0.05,Dairy,146,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDF47,NA,Low Fat,0.10,Starchy Foods,224,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDX32,15.1,Regular,0.10,Fruits and Vegetables,146,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDX57,17.25,Regular,0.05,Snack Foods,97,OUT049,1999,Medium,Tier 1,Supermarket Type1,
NCA30,19,Low Fat,0.13,Household,191,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDO49,10.6,Regular,0.03,Breakfast,49,OUT013,1987,High,Tier 3,Supermarket Type1,
FDL04,NA,Low Fat,0.20,Frozen Foods,105,OUT019,1985,Small,Tier 1,Grocery Store,
DRM48,15.2,Low Fat,0.11,Soft Drinks,37,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDR16,5.845,Regular,0.10,Frozen Foods,212,OUT013,1987,High,Tier 3,Supermarket Type1,
NCC19,6.57,Low Fat,0.10,Household,193,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCE42,21.1,Low Fat,0.01,Household,235,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDY24,4.88,Regular,0.13,Baking Goods,55,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDH19,19.35,Low Fat,0.03,Meat,175,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDJ46,11.1,Low Fat,0.04,Snack Foods,173,OUT013,1987,High,Tier 3,Supermarket Type1,
FDN45,19.35,Low Fat,0.20,Snack Foods,225,OUT010,1998,NA,Tier 3,Grocery Store,
FDY08,9.395,Regular,0.17,Fruits and Vegetables,140,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDZ37,8.1,Regular,0.02,Canned,87,OUT035,2004,Small,Tier 2,Supermarket Type1,
NCT30,9.1,Low Fat,0.08,Household,47,OUT045,2002,NA,Tier 2,Supermarket Type1,
DRY23,9.395,Regular,0.11,Soft Drinks,42,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCZ30,6.59,Low Fat,0.03,Household,122,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDC44,15.6,Low Fat,0.17,Fruits and Vegetables,113,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDB45,20.85,Low Fat,0.02,Fruits and Vegetables,105,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDY04,17.7,Regular,0.04,Frozen Foods,163,OUT013,1987,High,Tier 3,Supermarket Type1,
FDM27,12.35,Regular,0.00,Meat,159,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDZ43,11,Regular,0.06,Fruits and Vegetables,241,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDT39,NA,Regular,0.02,Meat,151,OUT019,1985,Small,Tier 1,Grocery Store,
NCC06,NA,Low Fat,0.05,Household,127,OUT019,1985,Small,Tier 1,Grocery Store,
FDL15,NA,Low Fat,0.05,Meat,154,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDL57,15.1,Regular,0.07,Snack Foods,258,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDU08,10.3,Low Fat,0.03,Fruits and Vegetables,99,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDK40,7.035,Low Fat,0.02,Frozen Foods,264,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDQ12,12.65,Low Fat,0.06,Baking Goods,229,OUT010,1998,NA,Tier 3,Grocery Store,
FDS48,15.15,Low Fat,0.03,Baking Goods,151,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDP09,19.75,Low Fat,0.03,Snack Foods,212,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDW21,5.34,Regular,0.01,Snack Foods,99,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDY25,12,Low Fat,0.03,Canned,181,OUT035,2004,Small,Tier 2,Supermarket Type1,
DRE13,6.28,Low Fat,0.03,Soft Drinks,86,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDV43,NA,Low Fat,0.13,Fruits and Vegetables,43,OUT019,1985,Small,Tier 1,Grocery Store,
FDD22,10,Low Fat,0.10,Snack Foods,112,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDM46,NA,Low Fat,0.28,Snack Foods,93,OUT019,1985,Small,Tier 1,Grocery Store,
NCO30,19.5,Low Fat,0.03,Household,185,OUT010,1998,NA,Tier 3,Grocery Store,
FDM25,10.695,Regular,0.06,Breakfast,174,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCN41,17,Low Fat,0.05,Health and Hygiene,123,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDU24,6.78,Regular,0.14,Baking Goods,93,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDZ50,12.8,Regular,0.08,Dairy,184,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDP45,15.7,Regular,0.03,Snack Foods,251,OUT013,1987,High,Tier 3,Supermarket Type1,
NCM54,17.7,Low Fat,0.05,Household,126,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDW10,NA,Low Fat,0.12,Snack Foods,175,OUT019,1985,Small,Tier 1,Grocery Store,
FDP20,19.85,Low Fat,0.05,Fruits and Vegetables,128,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDK32,16.25,Regular,0.05,Fruits and Vegetables,151,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDN52,9.395,Regular,0.13,Frozen Foods,88,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDM58,16.85,Regular,0.00,Snack Foods,111,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDZ46,NA,Low Fat,0.07,Snack Foods,111,OUT027,1985,Medium,Tier 3,Supermarket Type3,
NCA18,10.1,Low Fat,0.06,Household,117,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDD35,12.15,Low Fat,0.03,Starchy Foods,122,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCK31,10.895,Low Fat,0.03,Others,49,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDI40,NA,Regular,0.12,Frozen Foods,101,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDT50,NA,Regular,0.19,Dairy,98,OUT019,1985,Small,Tier 1,Grocery Store,
NCT06,17.1,Low Fat,0.04,Household,165,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDT31,19.75,Low Fat,0.01,Fruits and Vegetables,188,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDT45,15.85,Low Fat,0.06,Snack Foods,53,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDT13,14.85,Low Fat,0.02,Canned,187,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDO50,16.25,Low Fat,0.08,Canned,91,OUT045,2002,NA,Tier 2,Supermarket Type1,
NCU18,15.1,Low Fat,0.09,Household,141,OUT010,1998,NA,Tier 3,Grocery Store,
NCR54,16.35,Low Fat,0.09,Household,195,OUT049,1999,Medium,Tier 1,Supermarket Type1,
NCO18,13.15,Low Fat,0.02,Household,178,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDU09,7.71,Regular,0.07,Snack Foods,56,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDT13,14.85,Low Fat,0.02,Canned,188,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDE09,8.775,Low Fat,0.02,Fruits and Vegetables,112,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCK53,NA,Low Fat,0.07,Health and Hygiene,101,OUT019,1985,Small,Tier 1,Grocery Store,
FDG45,8.1,Low Fat,0.00,Fruits and Vegetables,213,OUT049,1999,Medium,Tier 1,Supermarket Type1,
DRH15,8.775,Low Fat,0.11,Dairy,45,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDO21,NA,Regular,0.02,Snack Foods,224,OUT019,1985,Small,Tier 1,Grocery Store,
FDD14,NA,Low Fat,0.17,Canned,184,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDC09,15.5,Regular,0.03,Fruits and Vegetables,103,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDH45,NA,Regular,0.11,Fruits and Vegetables,43,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDV32,7.785,Low Fat,0.09,Fruits and Vegetables,65,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDG12,6.635,Regular,0.01,Baking Goods,119,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDS32,17.75,Regular,0.03,Fruits and Vegetables,140,OUT013,1987,High,Tier 3,Supermarket Type1,
NCL55,12.15,Low Fat,0.06,Others,251,OUT018,2009,Medium,Tier 3,Supermarket Type2,
DRE01,10.1,Low Fat,0.17,Soft Drinks,244,OUT035,2004,Small,Tier 2,Supermarket Type1,
DRE15,13.35,Low Fat,0.02,Dairy,77,OUT049,1999,Medium,Tier 1,Supermarket Type1,
NCL42,18.85,Low Fat,0.04,Household,247,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDP31,21.1,Regular,0.16,Fruits and Vegetables,64,OUT013,1987,High,Tier 3,Supermarket Type1,
FDN33,6.305,Regular,0.12,Snack Foods,94,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDZ59,6.63,Regular,0.10,Baking Goods,165,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDE45,12.1,Low Fat,0.07,Fruits and Vegetables,178,OUT010,1998,NA,Tier 3,Grocery Store,
FDJ07,7.26,Low Fat,0.01,Meat,118,OUT013,1987,High,Tier 3,Supermarket Type1,
FDQ45,9.5,Regular,0.01,Snack Foods,184,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDM33,NA,Low Fat,0.09,Snack Foods,219,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDO15,16.75,Regular,0.01,Meat,76,OUT010,1998,NA,Tier 3,Grocery Store,
FDM46,7.365,Low Fat,0.16,Snack Foods,93,OUT013,1987,High,Tier 3,Supermarket Type1,
FDR03,15.7,Regular,0.01,Meat,206,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDY49,17.2,Regular,0.01,Canned,166,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDQ60,6.195,Regular,0.11,Baking Goods,119,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDW10,21.2,Low Fat,0.00,Snack Foods,176,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDO51,6.785,Regular,0.04,Meat,45,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDJ40,13.6,Regular,0.05,Frozen Foods,109,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDS20,8.85,Low Fat,0.05,Fruits and Vegetables,182,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDU45,15.6,Regular,0.04,Snack Foods,112,OUT013,1987,High,Tier 3,Supermarket Type1,
FDV02,16.75,Low Fat,0.06,Dairy,169,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDN09,14.15,Low Fat,0.03,Snack Foods,242,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCM55,NA,Low Fat,0.07,Others,187,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDN23,6.575,Regular,0.08,Breads,145,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDY31,5.98,Low Fat,0.07,Fruits and Vegetables,145,OUT010,1998,NA,Tier 3,Grocery Store,
FDW03,5.63,Regular,0.04,Meat,107,OUT010,1998,NA,Tier 3,Grocery Store,
FDD14,20.7,Low Fat,0.17,Canned,183,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDV23,11,Low Fat,0.11,Breads,126,OUT017,2007,NA,Tier 2,Supermarket Type1,
DRI03,6.03,Low Fat,0.02,Dairy,176,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDN13,18.6,Low Fat,0.15,Breakfast,99,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDF45,NA,Regular,0.01,Fruits and Vegetables,60,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDU46,10.3,Regular,0.01,Snack Foods,87,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDB57,20.25,Regular,0.02,Fruits and Vegetables,222,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDV12,16.7,Regular,0.00,Baking Goods,100,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDQ58,7.315,Low Fat,0.02,Snack Foods,151,OUT013,1987,High,Tier 3,Supermarket Type1,
NCA18,10.1,Low Fat,0.06,Household,116,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDH52,9.42,Regular,0.00,Frozen Foods,61,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDM24,6.135,Regular,0.08,Baking Goods,150,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCP43,NA,Low Fat,0.03,Others,181,OUT027,1985,Medium,Tier 3,Supermarket Type3,
NCO18,NA,Low Fat,0.04,Household,176,OUT019,1985,Small,Tier 1,Grocery Store,
FDM32,20.5,Low Fat,0.02,Fruits and Vegetables,91,OUT017,2007,NA,Tier 2,Supermarket Type1,
NCL07,13.85,Low Fat,0.03,Others,38,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDK03,12.6,Regular,0.07,Dairy,253,OUT013,1987,High,Tier 3,Supermarket Type1,
FDP59,20.85,Regular,0.06,Breads,102,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDQ24,15.7,Low Fat,0.00,Baking Goods,251,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDQ16,19.7,Low Fat,0.04,Frozen Foods,110,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDU44,12.15,Regular,0.06,Fruits and Vegetables,161,OUT013,1987,High,Tier 3,Supermarket Type1,
FDH28,15.85,Regular,0.18,Frozen Foods,39,OUT010,1998,NA,Tier 3,Grocery Store,
FDV28,NA,Regular,0.28,Frozen Foods,36,OUT019,1985,Small,Tier 1,Grocery Store,
FDM22,14,Regular,0.04,Snack Foods,54,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDR56,15.5,Regular,0.10,Fruits and Vegetables,196,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDV39,11.3,Low Fat,0.01,Meat,197,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDU37,NA,Regular,0.18,Canned,80,OUT019,1985,Small,Tier 1,Grocery Store,
FDQ11,5.695,Regular,0.00,Breads,256,OUT010,1998,NA,Tier 3,Grocery Store,
FDX02,16,Low Fat,0.06,Dairy,224,OUT045,2002,NA,Tier 2,Supermarket Type1,
NCS42,8.6,Low Fat,0.07,Household,93,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDY57,NA,Regular,0.12,Snack Foods,95,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDB21,7.475,Low Fat,0.15,Fruits and Vegetables,242,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDE28,9.5,Regular,0.13,Frozen Foods,230,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDQ55,13.65,Regular,0.01,Fruits and Vegetables,113,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDA48,12.1,Low Fat,0.12,Baking Goods,223,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDZ19,6.425,Low Fat,0.09,Fruits and Vegetables,174,OUT045,2002,NA,Tier 2,Supermarket Type1,
NCC43,7.39,Low Fat,0.09,Household,252,OUT045,2002,NA,Tier 2,Supermarket Type1,
NCV18,6.775,Low Fat,0.11,Household,82,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCA42,6.965,Low Fat,0.03,Household,159,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDY45,17.5,Low Fat,0.03,Snack Foods,256,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCC30,16.6,Low Fat,0.03,Household,179,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDM57,11.65,Regular,0.08,Snack Foods,85,OUT013,1987,High,Tier 3,Supermarket Type1,
FDL09,19.6,Regular,0.21,Snack Foods,167,OUT010,1998,NA,Tier 3,Grocery Store,
FDB09,NA,Low Fat,0.06,Fruits and Vegetables,125,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDT44,16.6,Low Fat,0.10,Fruits and Vegetables,119,OUT035,2004,Small,Tier 2,Supermarket Type1,
NCT06,NA,Low Fat,0.04,Household,164,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDX26,17.7,Low Fat,0.09,Dairy,183,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDK32,16.25,Regular,0.05,Fruits and Vegetables,153,OUT013,1987,High,Tier 3,Supermarket Type1,
DRA12,11.6,Low Fat,0.04,Soft Drinks,143,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDO46,9.6,Regular,0.02,Snack Foods,188,OUT010,1998,NA,Tier 3,Grocery Store,
FDE52,10.395,Regular,0.03,Dairy,87,OUT013,1987,High,Tier 3,Supermarket Type1,
NCH42,6.86,Low Fat,0.04,Household,230,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDV08,7.35,Low Fat,0.03,Fruits and Vegetables,42,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDB47,8.8,Low Fat,0.07,Snack Foods,211,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDC28,7.905,Low Fat,0.09,Frozen Foods,111,OUT010,1998,NA,Tier 3,Grocery Store,
FDD22,10,Low Fat,0.10,Snack Foods,114,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDS07,NA,Low Fat,0.10,Fruits and Vegetables,115,OUT027,1985,Medium,Tier 3,Supermarket Type3,
DRI13,15.35,Low Fat,0.02,Soft Drinks,217,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDG32,19.85,Low Fat,0.18,Fruits and Vegetables,223,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDU14,17.75,Low Fat,0.03,Dairy,250,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDD28,NA,Low Fat,0.09,Frozen Foods,59,OUT019,1985,Small,Tier 1,Grocery Store,
NCP41,16.6,Low Fat,0.02,Health and Hygiene,110,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDS08,5.735,Low Fat,0.06,Fruits and Vegetables,175,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDX47,6.55,Regular,0.03,Breads,158,OUT045,2002,NA,Tier 2,Supermarket Type1,
